0,58045977
0,606321839
0,652298851
0,655172414
0,534482759
0,502873563
0,454022989
0,336206897
0,514367816
0,5
0,566091954
0,494252874
0,514367816
0,793103448
0,594827586
0,609195402
0,520114943
0,540229885
0,597701149
0,57183908
0,545977011
0,459770115
0,689655172
0,66954023
0,563218391
0,683908046
0,675287356
0,563218391
0,465517241
0,336206897
0,49137931
0,488505747
0,41091954
0,367816092
0,517241379
0,525862069
0,568965517
0,488505747
0,399425287
0,675287356
0,646551724
0,568965517
0,566091954
0,583333333
0,658045977
0,609195402
0,637931034
0,502873563
0,612068966
0,574712644
0,655172414
0,586206897
0,468390805
0,528735632
0,445402299
0,387931034
0,431034483
0,442528736
0,41954023
0,385057471
0,41954023
0,531609195
0,637931034
0,649425287
0,606321839
0,436781609
0,594827586
0,551724138
0,606321839
0,560344828
0,623563218
0,66091954
0,525862069
0,545977011
0,603448276
0,548850575
0,554597701
0,548850575
0,416666667
0,712643678
0,609195402
0,505747126
0,454022989
0,82183908
0,612068966
0,557471264
0,82183908
0,560344828
0,540229885
0,474137931
0,563218391
0,623563218
0,543103448
0,57183908
0,586206897
0,637931034
0,528735632
0,606321839
0,706896552
0,543103448
0,732758621
0,790229885
0,545977011
0,666666667
0,505747126
0,640804598
0,577586207
0,448275862
0,517241379
0,632183908
0,442528736
0,505747126
0,471264368
0,58908046
0,520114943
0,557471264
0,563218391
0,612068966
0,557471264
0,83908046
0,551724138
0,663793103
0,66091954
0,841954023
0,50862069
0,474137931
0,442528736
0,577586207
0,49137931
0,488505747
0,683908046
0,594827586
0,701149425
0,781609195
0,554597701
0,778735632
0,672413793
0,632183908
0,672413793
0,655172414
0,646551724
0,658045977
0,574712644
0,810344828
0,862068966
0,790229885
0,709770115
0,841954023
0,804597701
0,787356322
0,692528736
0,637931034
0,74137931
0,577586207
0,827586207
0,755747126
0,801724138
0,735632184
0,66091954
0,612068966
0,505747126
0,672413793
0,502873563
0,617816092
0,540229885
0,646551724
0,554597701
0,658045977
0,689655172
0,560344828
0,724137931
